AREA,ST,STATE,OCC_CODE,OCC_TITLE,OCC_GROUP,TOT_EMP,EMP_PRSE,JOBS_1000,LOC_Q,H_MEAN,A_MEAN,MEAN_PRSE,H_PCT10,H_PCT25,H_MEDIAN,H_PCT75,H_PCT90,A_PCT10,A_PCT25,A_MEDIAN,A_PCT75,A_PCT90,ANNUAL,HOURLY
18,IN,Indiana,00-0000,All Occupations,total,"2,905,170",0.6,1000.000,1.00,19.94,"41,470",0.5,8.49,10.44,15.63,24.12,35.73,"17,650","21,720","32,500","50,160","74,310",,
19,IA,Iowa,00-0000,All Occupations,total,"1,512,740",0.9,1000.000,1.00,19.77,"41,120",0.9,8.62,10.86,15.91,23.74,34.78,"17,930","22,590","33,100","49,380","72,330",,
20,KS,Kansas,00-0000,All Occupations,total,"1,359,500",0.6,1000.000,1.00,20.20,"42,020",0.6,8.58,10.69,15.83,24.27,36.14,"17,840","22,240","32,930","50,480","75,180",,
21,KY,Kentucky,00-0000,All Occupations,total,"1,808,010",0.6,1000.000,1.00,19.25,"40,040",0.5,8.44,10.30,15.30,23.45,34.13,"17,560","21,420","31,830","48,780","71,000",,
22,LA,Louisiana,00-0000,All Occupations,total,"1,915,800",0.4,1000.000,1.00,19.32,"40,190",0.5,8.32,9.87,15.20,23.45,34.59,"17,310","20,520","31,620","48,780","71,940",,
23,ME,Maine,00-0000,All Occupations,total,"586,390",0.7,1000.000,1.00,20.26,"42,140",1.0,8.92,11.27,16.29,24.37,35.25,"18,560","23,440","33,890","50,700","73,320",,
24,MD,Maryland,00-0000,All Occupations,total,"2,557,510",0.7,1000.000,1.00,25.70,"53,470",1.9,8.86,12.09,19.63,32.58,50.43,"18,420","25,150","40,830","67,770","104,900",,
25,MA,Massachusetts,00-0000,All Occupations,total,"3,322,500",0.5,1000.000,1.00,27.70,"57,610",0.5,9.69,13.46,21.48,34.75,52.88,"20,150","27,990","44,670","72,280","109,990",,
26,MI,Michigan,00-0000,All Occupations,total,"4,073,730",0.6,1000.000,1.00,21.70,"45,140",0.7,8.68,10.88,16.70,27.13,40.24,"18,050","22,640","34,740","56,440","83,700",,
27,MN,Minnesota,00-0000,All Occupations,total,"2,730,020",0.5,1000.000,1.00,23.23,"48,310",0.8,8.98,11.89,18.30,28.72,43.26,"18,680","24,730","38,070","59,740","89,980",,
28,MS,Mississippi,00-0000,All Occupations,total,"1,094,070",0.6,1000.000,1.00,17.67,"36,750",0.7,8.22,9.41,13.76,21.16,30.91,"17,100","19,580","28,630","44,020","64,290",,
29,MO,Missouri,00-0000,All Occupations,total,"2,673,640",0.5,1000.000,1.00,20.57,"42,790",0.6,8.50,10.39,15.76,25.20,37.69,"17,690","21,620","32,790","52,420","78,380",,
30,MT,Montana,00-0000,All Occupations,total,"443,330",0.7,1000.000,1.00,19.17,"39,880",0.7,8.77,10.50,15.15,23.35,34.02,"18,250","21,850","31,520","48,560","70,770",,
31,NE,Nebraska,00-0000,All Occupations,total,"942,950",0.8,1000.000,1.00,19.75,"41,080",0.7,8.61,10.77,15.66,23.79,35.20,"17,900","22,410","32,570","49,480","73,220",,
32,NV,Nevada,00-0000,All Occupations,total,"1,189,610",0.8,1000.000,1.00,20.34,"42,310",0.7,8.62,10.92,16.13,24.65,36.76,"17,930","22,710","33,550","51,280","76,460",,
33,NH,New Hampshire,00-0000,All Occupations,total,"627,000",0.7,1000.000,1.00,22.63,"47,060",0.9,8.98,11.69,17.51,27.31,41.30,"18,680","24,320","36,420","56,800","85,910",,
34,NJ,New Jersey,00-0000,All Occupations,total,"3,869,260",0.5,1000.000,1.00,25.92,"53,920",0.4,9.20,12.01,19.56,32.88,49.29,"19,150","24,990","40,680","68,390","102,530",,
35,NM,New Mexico,00-0000,All Occupations,total,"788,000",1.0,1000.000,1.00,20.31,"42,230",1.6,8.55,10.18,15.29,25.00,37.86,"17,770","21,170","31,810","52,000","78,750",,
36,NY,New York,00-0000,All Occupations,total,"8,810,950",0.3,1000.000,1.00,26.75,"55,630",0.6,9.08,12.01,19.65,33.20,51.88,"18,880","24,990","40,870","69,060","107,920",,
37,NC,North Carolina,00-0000,All Occupations,total,"4,030,880",0.3,1000.000,1.00,20.81,"43,280",0.6,8.46,10.39,15.63,24.45,38.23,"17,600","21,610","32,510","50,850","79,520",,
38,ND,North Dakota,00-0000,All Occupations,total,"440,420",0.9,1000.000,1.00,21.20,"44,100",0.7,9.34,12.46,17.75,25.79,35.98,"19,430","25,910","36,920","53,640","74,830",,
39,OH,Ohio,00-0000,All Occupations,total,"5,200,880",0.5,1000.000,1.00,21.11,"43,900",0.4,8.77,10.65,16.47,26.17,37.64,"18,240","22,150","34,250","54,430","78,290",,
40,OK,Oklahoma,00-0000,All Occupations,total,"1,577,330",0.7,1000.000,1.00,19.64,"40,850",1.0,8.42,10.19,15.17,23.22,35.25,"17,510","21,190","31,550","48,290","73,330",,
41,OR,Oregon,00-0000,All Occupations,total,"1,683,470",0.7,1000.000,1.00,22.53,"46,850",0.9,9.47,11.70,17.50,27.50,41.64,"19,690","24,330","36,400","57,200","86,610",,
42,PA,Pennsylvania,00-0000,All Occupations,total,"5,653,840",0.4,1000.000,1.00,22.00,"45,750",0.4,8.75,11.26,17.13,26.98,40.39,"18,200","23,420","35,640","56,110","84,010",,
44,RI,Rhode Island,00-0000,All Occupations,total,"463,930",0.9,1000.000,1.00,23.83,"49,570",1.1,9.03,11.87,18.43,29.80,44.45,"18,790","24,690","38,330","61,970","92,450",,
45,SC,South Carolina,00-0000,All Occupations,total,"1,876,480",0.5,1000.000,1.00,19.03,"39,570",0.5,8.32,9.81,14.74,23.02,34.46,"17,300","20,400","30,660","47,880","71,680",,
46,SD,South Dakota,00-0000,All Occupations,total,"409,250",0.4,1000.000,1.00,17.93,"37,300",0.7,8.66,10.59,14.36,20.95,30.26,"18,010","22,030","29,880","43,580","62,950",,
47,TN,Tennessee,00-0000,All Occupations,total,"2,749,480",0.6,1000.000,1.00,19.55,"40,650",0.6,8.43,10.26,15.02,23.28,35.12,"17,520","21,330","31,250","48,430","73,050",,
48,TX,Texas,00-0000,All Occupations,total,"11,228,940",0.3,1000.000,1.00,21.79,"45,330",0.4,8.45,10.36,16.18,26.53,41.42,"17,570","21,550","33,650","55,190","86,160",,
49,UT,Utah,00-0000,All Occupations,total,"1,280,660",0.6,1000.000,1.00,20.94,"43,550",1.0,8.71,10.97,16.20,25.64,38.42,"18,110","22,820","33,690","53,330","79,910",,
50,VT,Vermont,00-0000,All Occupations,total,"301,050",1.1,1000.000,1.00,21.41,"44,540",0.9,9.75,12.28,17.39,25.85,36.74,"20,280","25,550","36,170","53,780","76,420",,
51,VA,Virginia,00-0000,All Occupations,total,"3,648,490",0.4,1000.000,1.00,24.40,"50,750",0.6,8.73,11.36,18.05,30.03,48.88,"18,160","23,640","37,550","62,470","101,660",,
53,WA,Washington,00-0000,All Occupations,total,"2,898,350",0.5,1000.000,1.00,25.26,"52,540",1.9,10.18,13.06,19.76,31.79,47.44,"21,180","27,160","41,090","66,120","98,670",,
54,WV,West Virginia,00-0000,All Occupations,total,"707,720",0.9,1000.000,1.00,18.21,"37,880",0.6,8.24,9.50,14.14,22.50,32.67,"17,140","19,750","29,410","46,790","67,950",,
55,WI,Wisconsin,00-0000,All Occupations,total,"2,727,860",0.5,1000.000,1.00,20.62,"42,880",0.5,8.66,11.04,16.52,25.26,36.53,"18,020","22,970","34,350","52,530","75,980",,
56,WY,Wyoming,00-0000,All Occupations,total,"282,690",0.7,1000.000,1.00,21.60,"44,930",0.6,9.05,12.22,18.16,27.45,36.70,"18,830","25,410","37,770","57,090","76,330",,
66,GU,Guam,00-0000,All Occupations,total,"59,900",1.0,1000.000,1.00,16.00,"33,280",2.2,8.01,8.87,12.37,18.93,28.72,"16,660","18,450","25,730","39,370","59,740",,
72,PR,Puerto Rico,00-0000,All Occupations,total,"902,930",0.5,1000.000,1.00,13.23,"27,510",1.2,7.82,8.41,9.42,14.60,22.73,"16,270","17,490","19,590","30,380","47,270",,
78,VI,Virgin Islands,00-0000,All Occupations,total,"38,060",2.4,1000.000,1.00,16.81,"34,960",1.6,8.27,9.56,13.36,20.26,29.28,"17,200","19,890","27,780","42,130","60,900",,
