AREA,ST,STATE,OCC_CODE,OCC_TITLE,OCC_GROUP,TOT_EMP,EMP_PRSE,JOBS_1000,LOC_Q,H_MEAN,A_MEAN,MEAN_PRSE,H_PCT10,H_PCT25,H_MEDIAN,H_PCT75,H_PCT90,A_PCT10,A_PCT25,A_MEDIAN,A_PCT75,A_PCT90,ANNUAL,HOURLY
15,HI,Hawaii,00-0000,All Occupations,total,"588,210",1.0,1000.000,1.00,21.54,"44,790",2.1,8.90,11.82,17.47,26.64,39.22,"18,510","24,590","36,350","55,410","81,580",,
16,ID,Idaho,00-0000,All Occupations,total,"598,540",0.7,1000.000,1.00,18.48,"38,440",1.0,8.35,9.94,14.58,22.37,33.56,"17,370","20,680","30,330","46,530","69,810",,
17,IL,Illinois,00-0000,All Occupations,total,"5,640,740",0.3,1000.000,1.00,22.68,"47,180",0.6,9.01,10.75,17.06,28.40,42.83,"18,740","22,350","35,490","59,070","89,090",,
18,IN,Indiana,00-0000,All Occupations,total,"2,811,920",0.7,1000.000,1.00,19.38,"40,320",0.5,8.44,10.30,15.26,23.45,34.70,"17,550","21,420","31,740","48,770","72,180",,
19,IA,Iowa,00-0000,All Occupations,total,"1,470,740",0.6,1000.000,1.00,19.02,"39,560",0.8,8.49,10.48,15.33,22.78,33.27,"17,660","21,810","31,880","47,390","69,200",,
20,KS,Kansas,00-0000,All Occupations,total,"1,320,920",0.8,1000.000,1.00,19.53,"40,630",0.7,8.42,10.25,15.06,23.60,35.23,"17,520","21,310","31,330","49,100","73,270",,
21,KY,Kentucky,00-0000,All Occupations,total,"1,764,750",0.6,1000.000,1.00,18.72,"38,940",0.6,8.36,10.00,14.78,22.67,33.20,"17,390","20,810","30,740","47,150","69,050",,
22,LA,Louisiana,00-0000,All Occupations,total,"1,868,210",0.4,1000.000,1.00,18.86,"39,230",0.6,8.30,9.77,14.93,22.97,33.74,"17,260","20,320","31,050","47,770","70,180",,
23,ME,Maine,00-0000,All Occupations,total,"581,110",1.1,1000.000,1.00,19.64,"40,860",1.0,8.84,11.04,15.84,23.59,34.07,"18,380","22,960","32,950","49,080","70,870",,
24,MD,Maryland,00-0000,All Occupations,total,"2,510,680",0.5,1000.000,1.00,25.17,"52,360",0.5,8.81,11.99,19.52,31.94,48.80,"18,320","24,930","40,590","66,430","101,510",,
25,MA,Massachusetts,00-0000,All Occupations,total,"3,202,080",0.4,1000.000,1.00,26.73,"55,600",0.6,9.60,13.26,20.88,33.52,50.50,"19,970","27,580","43,420","69,720","105,030",,
26,MI,Michigan,00-0000,All Occupations,total,"3,918,120",0.4,1000.000,1.00,21.14,"43,970",0.6,8.64,10.80,16.52,26.47,38.33,"17,970","22,450","34,370","55,050","79,720",,
27,MN,Minnesota,00-0000,All Occupations,total,"2,641,110",0.4,1000.000,1.00,22.42,"46,630",0.9,8.81,11.50,17.74,27.78,41.60,"18,330","23,930","36,900","57,790","86,540",,
28,MS,Mississippi,00-0000,All Occupations,total,"1,080,420",0.6,1000.000,1.00,16.98,"35,310",0.7,8.16,9.27,13.37,20.30,29.57,"16,970","19,290","27,820","42,220","61,510",,
29,MO,Missouri,00-0000,All Occupations,total,"2,605,910",0.5,1000.000,1.00,19.79,"41,170",0.5,8.39,10.14,15.21,24.15,36.10,"17,440","21,090","31,650","50,240","75,090",,
30,MT,Montana,00-0000,All Occupations,total,"432,380",1.0,1000.000,1.00,18.29,"38,030",0.6,8.53,10.11,14.49,22.33,32.28,"17,740","21,020","30,140","46,440","67,130",,
31,NE,Nebraska,00-0000,All Occupations,total,"914,830",0.6,1000.000,1.00,19.00,"39,510",0.8,8.48,10.44,15.01,22.77,33.95,"17,650","21,720","31,210","47,370","70,610",,
32,NV,Nevada,00-0000,All Occupations,total,"1,127,160",0.8,1000.000,1.00,20.16,"41,930",1.0,8.55,10.79,15.87,24.58,36.55,"17,790","22,440","33,000","51,120","76,030",,
33,NH,New Hampshire,00-0000,All Occupations,total,"612,710",0.7,1000.000,1.00,21.92,"45,580",0.8,8.91,11.61,17.18,26.52,39.52,"18,540","24,140","35,740","55,160","82,190",,
34,NJ,New Jersey,00-0000,All Occupations,total,"3,793,720",0.5,1000.000,1.00,25.00,"51,990",0.6,8.96,11.87,19.17,31.85,47.23,"18,640","24,680","39,870","66,240","98,240",,
35,NM,New Mexico,00-0000,All Occupations,total,"773,860",0.5,1000.000,1.00,19.92,"41,440",1.5,8.52,10.12,15.11,24.50,36.92,"17,730","21,040","31,430","50,960","76,790",,
36,NY,New York,00-0000,All Occupations,total,"8,542,280",0.3,1000.000,1.00,25.76,"53,580",0.5,8.87,11.87,19.19,31.99,49.56,"18,460","24,680","39,910","66,530","103,090",,
37,NC,North Carolina,00-0000,All Occupations,total,"3,878,800",0.4,1000.000,1.00,20.07,"41,750",0.4,8.42,10.28,15.31,23.64,36.39,"17,520","21,380","31,850","49,160","75,690",,
38,ND,North Dakota,00-0000,All Occupations,total,"403,290",1.3,1000.000,1.00,19.64,"40,850",0.7,8.77,11.29,16.40,23.73,33.64,"18,250","23,490","34,110","49,360","69,980",,
39,OH,Ohio,00-0000,All Occupations,total,"5,054,250",0.4,1000.000,1.00,20.52,"42,690",0.4,8.57,10.38,16.03,25.47,36.68,"17,830","21,600","33,350","52,980","76,290",,
40,OK,Oklahoma,00-0000,All Occupations,total,"1,529,900",0.9,1000.000,1.00,18.83,"39,160",0.7,8.32,9.82,14.52,22.41,33.79,"17,300","20,430","30,200","46,620","70,270",,
41,OR,Oregon,00-0000,All Occupations,total,"1,609,900",0.6,1000.000,1.00,21.75,"45,250",0.8,9.30,11.49,17.14,26.59,39.66,"19,350","23,890","35,650","55,310","82,490",,
42,PA,Pennsylvania,00-0000,All Occupations,total,"5,596,480",0.4,1000.000,1.00,21.40,"44,520",0.4,8.73,11.14,16.78,26.12,38.70,"18,170","23,170","34,900","54,330","80,500",,
44,RI,Rhode Island,00-0000,All Occupations,total,"453,020",1.0,1000.000,1.00,23.31,"48,480",1.5,8.84,11.60,17.96,29.35,43.65,"18,380","24,120","37,360","61,040","90,780",,
45,SC,South Carolina,00-0000,All Occupations,total,"1,796,550",0.4,1000.000,1.00,18.61,"38,700",0.6,8.27,9.68,14.52,22.46,33.69,"17,210","20,130","30,210","46,710","70,080",,
46,SD,South Dakota,00-0000,All Occupations,total,"398,680",0.4,1000.000,1.00,17.32,"36,020",0.7,8.56,10.38,13.99,19.99,28.98,"17,800","21,580","29,090","41,580","60,280",,
47,TN,Tennessee,00-0000,All Occupations,total,"2,657,280",0.5,1000.000,1.00,18.90,"39,320",0.7,8.34,9.95,14.59,22.44,33.90,"17,340","20,690","30,350","46,680","70,520",,
48,TX,Texas,00-0000,All Occupations,total,"10,579,400",0.3,1000.000,1.00,20.97,"43,620",0.4,8.32,9.90,15.55,25.57,39.66,"17,300","20,590","32,350","53,190","82,500",,
49,UT,Utah,00-0000,All Occupations,total,"1,200,850",0.8,1000.000,1.00,20.12,"41,840",0.9,8.61,10.73,15.75,24.61,36.22,"17,900","22,320","32,760","51,200","75,330",,
50,VT,Vermont,00-0000,All Occupations,total,"294,090",1.7,1000.000,1.00,21.00,"43,680",1.5,9.43,11.73,16.61,24.94,36.26,"19,610","24,390","34,540","51,870","75,420",,
51,VA,Virginia,00-0000,All Occupations,total,"3,597,100",0.4,1000.000,1.00,23.82,"49,540",1.1,8.64,11.12,17.61,29.39,48.14,"17,970","23,140","36,630","61,130","100,140",,
53,WA,Washington,00-0000,All Occupations,total,"2,764,080",0.5,1000.000,1.00,24.59,"51,150",1.6,9.79,12.91,19.47,31.24,45.41,"20,350","26,850","40,500","64,980","94,440",,
54,WV,West Virginia,00-0000,All Occupations,total,"710,540",0.8,1000.000,1.00,17.84,"37,100",0.6,8.19,9.34,13.73,22.03,31.98,"17,030","19,430","28,550","45,830","66,520",,
55,WI,Wisconsin,00-0000,All Occupations,total,"2,673,280",0.5,1000.000,1.00,20.15,"41,920",0.5,8.58,10.82,16.18,24.57,35.62,"17,840","22,510","33,650","51,100","74,090",,
56,WY,Wyoming,00-0000,All Occupations,total,"278,040",0.9,1000.000,1.00,20.76,"43,180",0.8,8.94,11.86,17.67,26.37,35.41,"18,590","24,670","36,740","54,840","73,640",,
66,GU,Guam,00-0000,All Occupations,total,"60,970",1.0,1000.000,1.00,15.55,"32,350",2.4,8.00,8.86,12.18,18.52,27.61,"16,640","18,420","25,330","38,520","57,420",,
72,PR,Puerto Rico,00-0000,All Occupations,total,"942,080",0.5,1000.000,1.00,13.12,"27,280",1.2,7.83,8.45,9.61,14.80,21.56,"16,280","17,580","19,990","30,770","44,840",,
78,VI,Virgin Islands,00-0000,All Occupations,total,"40,660",2.2,1000.000,1.00,17.75,"36,920",1.8,8.36,9.98,13.89,21.51,31.89,"17,380","20,760","28,880","44,740","66,340",,
