AREA,ST,STATE,OCC_CODE,OCC_TITLE,OCC_GROUP,TOT_EMP,EMP_PRSE,JOBS_1000,LOC_Q,H_MEAN,A_MEAN,MEAN_PRSE,H_PCT10,H_PCT25,H_MEDIAN,H_PCT75,H_PCT90,A_PCT10,A_PCT25,A_MEDIAN,A_PCT75,A_PCT90,ANNUAL,HOURLY
30,MT,Montana,00-0000,All Occupations,total,"439,110",0.8,1000.000,1.00,18.79,"39,090",0.8,8.65,10.30,14.79,22.85,33.32,"18,000","21,420","30,770","47,530","69,310",,
31,NE,Nebraska,00-0000,All Occupations,total,"927,150",0.7,1000.000,1.00,19.33,"40,210",0.6,8.53,10.60,15.31,23.24,34.47,"17,740","22,050","31,840","48,340","71,690",,
32,NV,Nevada,00-0000,All Occupations,total,"1,151,970",0.8,1000.000,1.00,20.30,"42,220",0.7,8.57,10.83,16.03,24.69,36.60,"17,840","22,530","33,350","51,350","76,120",,
33,NH,New Hampshire,00-0000,All Occupations,total,"620,190",0.7,1000.000,1.00,22.22,"46,210",0.8,8.93,11.58,17.21,26.82,40.55,"18,570","24,080","35,800","55,790","84,340",,
34,NJ,New Jersey,00-0000,All Occupations,total,"3,821,070",0.4,1000.000,1.00,25.39,"52,800",0.5,8.98,11.94,19.35,32.43,48.49,"18,680","24,830","40,250","67,450","100,860",,
35,NM,New Mexico,00-0000,All Occupations,total,"783,980",1.0,1000.000,1.00,19.94,"41,470",1.6,8.53,10.13,15.14,24.52,36.77,"17,750","21,080","31,490","50,990","76,480",,
36,NY,New York,00-0000,All Occupations,total,"8,635,400",0.3,1000.000,1.00,26.24,"54,580",0.5,8.91,11.95,19.45,32.73,50.91,"18,530","24,850","40,460","68,090","105,900",,
37,NC,North Carolina,00-0000,All Occupations,total,"3,947,030",0.3,1000.000,1.00,20.39,"42,420",0.4,8.44,10.33,15.46,24.02,37.17,"17,560","21,480","32,150","49,960","77,320",,
38,ND,North Dakota,00-0000,All Occupations,total,"422,930",1.2,1000.000,1.00,20.39,"42,410",0.6,9.01,11.85,17.14,24.81,34.73,"18,750","24,640","35,640","51,590","72,240",,
39,OH,Ohio,00-0000,All Occupations,total,"5,125,850",0.4,1000.000,1.00,20.76,"43,170",0.4,8.67,10.48,16.22,25.72,37.04,"18,040","21,800","33,730","53,490","77,050",,
40,OK,Oklahoma,00-0000,All Occupations,total,"1,558,860",0.9,1000.000,1.00,19.20,"39,940",0.6,8.37,9.99,14.77,22.70,34.50,"17,400","20,790","30,730","47,230","71,760",,
41,OR,Oregon,00-0000,All Occupations,total,"1,640,300",0.8,1000.000,1.00,22.01,"45,780",0.8,9.37,11.55,17.24,26.91,40.46,"19,500","24,020","35,850","55,980","84,160",,
42,PA,Pennsylvania,00-0000,All Occupations,total,"5,616,820",0.3,1000.000,1.00,21.77,"45,280",0.4,8.75,11.22,16.98,26.59,39.84,"18,210","23,340","35,320","55,310","82,870",,
44,RI,Rhode Island,00-0000,All Occupations,total,"456,100",1.1,1000.000,1.00,23.47,"48,820",1.1,8.93,11.70,18.03,29.34,43.78,"18,580","24,330","37,500","61,030","91,060",,
45,SC,South Carolina,00-0000,All Occupations,total,"1,826,120",0.5,1000.000,1.00,18.75,"38,990",0.7,8.29,9.69,14.56,22.56,33.99,"17,240","20,150","30,280","46,920","70,700",,
46,SD,South Dakota,00-0000,All Occupations,total,"402,990",0.4,1000.000,1.00,17.56,"36,530",0.7,8.60,10.47,14.14,20.37,29.47,"17,890","21,770","29,420","42,360","61,300",,
47,TN,Tennessee,00-0000,All Occupations,total,"2,700,050",0.5,1000.000,1.00,19.33,"40,200",0.6,8.38,10.09,14.90,22.99,34.61,"17,430","20,980","30,990","47,820","71,980",,
48,TX,Texas,00-0000,All Occupations,total,"10,913,950",0.3,1000.000,1.00,21.35,"44,400",0.4,8.37,10.09,15.81,26.01,40.57,"17,420","20,990","32,880","54,090","84,390",,
49,UT,Utah,00-0000,All Occupations,total,"1,242,690",0.9,1000.000,1.00,20.55,"42,740",1.0,8.64,10.82,16.00,25.25,37.22,"17,980","22,510","33,280","52,510","77,410",,
50,VT,Vermont,00-0000,All Occupations,total,"298,290",1.1,1000.000,1.00,21.18,"44,060",1.2,9.57,12.05,17.01,25.46,36.41,"19,910","25,060","35,380","52,950","75,730",,
51,VA,Virginia,00-0000,All Occupations,total,"3,631,440",0.4,1000.000,1.00,24.10,"50,120",0.6,8.69,11.22,17.77,29.78,48.61,"18,070","23,330","36,960","61,950","101,120",,
53,WA,Washington,00-0000,All Occupations,total,"2,827,200",0.4,1000.000,1.00,25.04,"52,090",1.9,9.88,12.94,19.67,31.79,46.67,"20,550","26,920","40,910","66,120","97,080",,
54,WV,West Virginia,00-0000,All Occupations,total,"709,430",0.8,1000.000,1.00,18.05,"37,550",0.6,8.22,9.42,13.96,22.36,32.52,"17,090","19,600","29,040","46,510","67,640",,
55,WI,Wisconsin,00-0000,All Occupations,total,"2,704,840",0.6,1000.000,1.00,20.34,"42,310",0.4,8.62,10.91,16.32,24.91,36.03,"17,930","22,690","33,950","51,820","74,940",,
56,WY,Wyoming,00-0000,All Occupations,total,"278,910",0.9,1000.000,1.00,21.05,"43,770",0.6,8.98,11.97,17.79,26.73,35.80,"18,680","24,900","36,990","55,600","74,460",,
66,GU,Guam,00-0000,All Occupations,total,"59,500",1.1,1000.000,1.00,15.72,"32,700",2.5,7.97,8.82,12.23,18.61,28.01,"16,590","18,350","25,440","38,720","58,260",,
72,PR,Puerto Rico,00-0000,All Occupations,total,"927,460",0.5,1000.000,1.00,13.13,"27,310",1.1,7.82,8.43,9.51,14.84,21.95,"16,270","17,540","19,780","30,870","45,670",,
78,VI,Virgin Islands,00-0000,All Occupations,total,"38,860",2.4,1000.000,1.00,16.72,"34,780",1.8,8.26,9.56,13.27,20.06,29.34,"17,180","19,890","27,600","41,710","61,040",,
